chr	start	end	gene_id	gene_length
chr10	119178866	119206634	ENSG00000307533	27768
chr5	14005657	14011571	ENSG00000307534	5914
chr8	20797023	20816713	ENSG00000307535	19690
chr9	88113668	88181705	ENSG00000307536	68037
chr10	29235093	29245842	ENSG00000307537	10749
chr22	38441894	38444278	ENSG00000307538	2384
chr9	93431928	93437927	ENSG00000307539	5999
chr1	23521924	23574144	ENSG00000307540	52220
chr15	25554174	25557123	ENSG00000307541	2949
chr5	44262653	44278385	ENSG00000307542	15732
chr1	43416693	43420021	ENSG00000307543	3328
chr11	128303948	128334282	ENSG00000307544	30334
chr4	73548401	73551059	ENSG00000307545	2658
chr10	61905861	61913147	ENSG00000307546	7286
chr2	176246646	176264674	ENSG00000307547	18028
chr15	21263208	21263949	ENSG00000307548	741
chr6	148193472	148194081	ENSG00000307549	609
chr5	13985908	13987234	ENSG00000307550	1326
chr5	178088500	178115273	ENSG00000307551	26773
chr10	29229394	29235853	ENSG00000307553	6459
chr11	95108095	95108908	ENSG00000307554	813
chr22	50797082	50798991	ENSG00000307555	1909
chr22	31142563	31150286	ENSG00000307556	7723
chr1	38669170	38728587	ENSG00000307557	59417
chr15	25502407	25503468	ENSG00000307558	1061
chr3	46089559	46090134	ENSG00000307560	575
chr22	30269689	30284363	ENSG00000307561	14674
chr2	181456300	181457904	ENSG00000307562	1604
chr5	169460356	169502504	ENSG00000307563	42148
chr20	7377977	7390859	ENSG00000307564	12882
chr10	61900402	61902874	ENSG00000307565	2472
chr1	228081843	228082508	ENSG00000307566	665
chr4	123412119	123424239	ENSG00000307567	12120
chr1	9410613	9417880	ENSG00000307568	7267
chr3	10724904	10739056	ENSG00000307569	14152
chr4	122150616	122152227	ENSG00000307570	1611
chr10	29245121	29248002	ENSG00000307571	2881
chr5	173451039	173463440	ENSG00000307572	12401
chr7	53921460	53922392	ENSG00000307573	932
chr5	179698286	179698615	ENSG00000307574	329
chr5	127824427	127827420	ENSG00000307575	2993
chr6	46276324	46345986	ENSG00000307576	69662
chr2	199101594	199189206	ENSG00000307577	87612
chr8	129261496	129332270	ENSG00000307578	70774
chr21	14308631	14327403	ENSG00000307579	18772
chr1	23539840	23554462	ENSG00000307580	14622
chr1	179819813	179825466	ENSG00000307581	5653
chr11	2992476	3000009	ENSG00000307582	7533
chr2	11097315	11098644	ENSG00000307583	1329
chr10	100483964	100485010	ENSG00000307584	1046
chr7	87058915	87116888	ENSG00000307585	57973
chr10	61900138	61900830	ENSG00000307586	692
chr4	115628260	115629724	ENSG00000307587	1464
chr5	127702191	127704906	ENSG00000307589	2715
chr6	46219304	46242403	ENSG00000307590	23099
chr5	173485400	173488240	ENSG00000307591	2840
chr7	5289868	5296468	ENSG00000307592	6600
chr6	47429705	47460450	ENSG00000307593	30745
chr9	27585335	27691045	ENSG00000307594	105710
chr1	151389691	151399493	ENSG00000307595	9802
chr22	30266877	30267283	ENSG00000307596	406
chr13	99594305	99606485	ENSG00000307597	12180
chr21	41732793	41734454	ENSG00000307598	1661
chr3	134561259	134594630	ENSG00000307599	33371
chr11	103519115	103536527	ENSG00000307600	17412
chr11	128261325	128262629	ENSG00000307601	1304
chr2	39657008	39667128	ENSG00000307602	10120
chr2	187404623	187416286	ENSG00000307603	11663
chr22	20587585	20592235	ENSG00000307604	4650
chr13	113753855	113756692	ENSG00000307605	2837
chr10	128871134	128874939	ENSG00000307606	3805
chr8	139362889	139369930	ENSG00000307607	7041
chr1	23562512	23562873	ENSG00000307609	361
chr9	27664374	27684424	ENSG00000307610	20050
chr21	41768671	41769359	ENSG00000307611	688
chr11	48985690	48991798	ENSG00000307612	6108
chr6	4688097	4703932	ENSG00000307613	15835
chr12	14958916	14967776	ENSG00000307614	8860
chr6	156102875	156176208	ENSG00000307615	73333
chr2	39504448	39504600	ENSG00000307616	152
chr18	65506411	65605724	ENSG00000307617	99313
chr11	128290299	128291169	ENSG00000307618	870
chr3	166920133	166949099	ENSG00000307620	28966
chr19	55276638	55278097	ENSG00000307621	1459
chr22	20563737	20567074	ENSG00000307622	3337
chr19	43125284	43149906	ENSG00000307623	24622
chr18	75783348	75785638	ENSG00000307624	2290
chr1	95370226	95412307	ENSG00000307625	42081
chr6	4656532	4661016	ENSG00000307626	4484
chr12	14961863	14962107	ENSG00000307627	244
chr19	35279723	35293472	ENSG00000307628	13749
chr20	31391886	31393006	ENSG00000307629	1120
chr1	211929205	211945006	ENSG00000307630	15801
chr2	191478003	191480000	ENSG00000307631	1997
chr11	65491562	65492724	ENSG00000307632	1162
chr22	25111206	25111778	ENSG00000307633	572
chr6	24540650	24542840	ENSG00000307634	2190
chr12	104984196	104986597	ENSG00000307635	2401
chr9	132994719	132997828	ENSG00000307636	3109
chr3	125056222	125057456	ENSG00000307637	1234
chr15	99453148	99456003	ENSG00000307638	2855
chr14	60573680	60642614	ENSG00000307639	68934
chr22	36056391	36066064	ENSG00000307640	9673
chr3	184475900	184504932	ENSG00000307641	29032
chr19	43265817	43279067	ENSG00000307642	13250
chr6	4609844	4613630	ENSG00000307643	3786
chr20	44906774	44910321	ENSG00000307644	3547
chr2	88002587	88016780	ENSG00000307645	14193
chr19	30943182	30968677	ENSG00000307646	25495
chr20	31393199	31393893	ENSG00000307647	694
chr9	79985187	79985936	ENSG00000307648	749
chr11	71537574	71538116	ENSG00000307649	542
chr11	128324251	128324731	ENSG00000307650	480
chr13	37155493	37490833	ENSG00000307651	335340
chr1	227506579	227508465	ENSG00000307652	1886
chr19	46413749	46414374	ENSG00000307653	625
chr22	20080798	20081584	ENSG00000307654	786
chr3	45785822	45804937	ENSG00000307655	19115
chr3	39549312	39631193	ENSG00000307656	81881
chr2	17799536	17801900	ENSG00000307657	2364
chr15	99454420	99455067	ENSG00000307658	647
chr11	9571682	9573399	ENSG00000307659	1717
chr7	25486348	25496985	ENSG00000307660	10637
chr17	63537737	63550186	ENSG00000307661	12449
chr2	207976803	207987730	ENSG00000307662	10927
chr2	122166801	122167437	ENSG00000307663	636
chr19	43182512	43183960	ENSG00000307664	1448
chr6	4459446	4462033	ENSG00000307665	2587
chr18	24326595	24336237	ENSG00000307666	9642
chr11	71543482	71545516	ENSG00000307667	2034
chr5	79838842	79840834	ENSG00000307668	1992
chr7	44606952	44607700	ENSG00000307669	748
chr4	184745077	184746449	ENSG00000307670	1372
chr6	41380346	41383144	ENSG00000307671	2798
chr5	76230202	76237684	ENSG00000307672	7482
chr19	35265901	35273239	ENSG00000307673	7338
chr13	37059726	37191586	ENSG00000307674	131860
chr17	77594410	77599629	ENSG00000307675	5219
chr3	45907663	45916683	ENSG00000307676	9020
chr11	9572876	9573300	ENSG00000307677	424
chr22	27602657	27604882	ENSG00000307679	2225
chr16	24100729	24116549	ENSG00000307680	15820
chr6	4463509	4464914	ENSG00000307681	1405
chr1	95105535	95116824	ENSG00000307682	11289
chr20	57410386	57415607	ENSG00000307683	5221
chr7	44606262	44606832	ENSG00000307684	570
chr9	88916630	88917523	ENSG00000307685	893
chr11	115518866	115524199	ENSG00000307686	5333
chr18	9003572	9095916	ENSG00000307687	92344
chr4	119117453	119128300	ENSG00000307688	10847
chr15	96566250	96591064	ENSG00000307689	24814
chr13	27043022	27045389	ENSG00000307690	2367
chr17	77644157	77645302	ENSG00000307691	1145
chr8	3620982	3628057	ENSG00000307692	7075
chr2	227626828	227657748	ENSG00000307693	30920
chr1	37519042	37540898	ENSG00000307694	21856
chr6	57172915	57174290	ENSG00000307695	1375
chr2	231412220	231418724	ENSG00000307696	6504
chr19	3912029	3914344	ENSG00000307697	2315
chr2	112687536	112693204	ENSG00000307698	5668
chr17	37745147	37749698	ENSG00000307699	4551
chr17	44735952	44759501	ENSG00000307700	23549
chr5	73393763	73420499	ENSG00000307701	26736
chr10	68074937	68075894	ENSG00000307702	957
chr1	17440133	17441574	ENSG00000307703	1441
chr1	239923927	239924289	ENSG00000307704	362
chr10	103696514	103700251	ENSG00000307705	3737
chr17	83099129	83100063	ENSG00000307706	934
chr7	67599119	67604980	ENSG00000307707	5861
chr17	77571388	77572499	ENSG00000307708	1111
chr9	95764916	95771386	ENSG00000307709	6470
chr2	219160578	219163671	ENSG00000307710	3093
chr1	95081078	95085215	ENSG00000307711	4137
chr17	44757864	44758742	ENSG00000307712	878
chr4	132262901	132328350	ENSG00000307713	65449
chr8	144335356	144340974	ENSG00000307714	5618
chr15	62165384	62166587	ENSG00000307715	1203
chr15	21888714	21898223	ENSG00000307716	9509
chr6	90673040	90778749	ENSG00000307717	105709
chr17	40425684	40439341	ENSG00000307718	13657
chr18	47705444	47717038	ENSG00000307719	11594
chr22	12279848	12281130	ENSG00000307720	1282
chr12	114824729	114831299	ENSG00000307721	6570
chr1	220511455	220527244	ENSG00000307723	15789
chr10	4430669	4431850	ENSG00000307724	1181
chr10	117686423	117686766	ENSG00000307725	343
chr4	137248563	137294573	ENSG00000307726	46010
chr10	92845000	92846088	ENSG00000307727	1088
chr7	866916	868153	ENSG00000307728	1237
chr9	100457754	100471104	ENSG00000307729	13350
chr13	49811115	49836996	ENSG00000307730	25881
chr14	106737142	106738321	ENSG00000307731	1179
chr6	90671088	90709265	ENSG00000307732	38177
chr18	9013937	9014305	ENSG00000307733	368
chr1	40039519	40040483	ENSG00000307734	964
chr20	55693778	55697871	ENSG00000307735	4093
chr18	76262219	76263061	ENSG00000307736	842
chr14	29451823	29455436	ENSG00000307737	3613
chr5	14545045	14572972	ENSG00000307738	27927
chr1	226762371	226779769	ENSG00000307739	17398
chr13	78713026	78742615	ENSG00000307740	29589
chr2	113978026	113979547	ENSG00000307741	1521
chr13	66086400	66118792	ENSG00000307742	32392
chr13	74502016	74595963	ENSG00000307743	93947
chr14	41911233	41928639	ENSG00000307744	17406
chr2	78779724	78791302	ENSG00000307745	11578
chr8	42017451	42039373	ENSG00000307746	21922
chr7	152479276	152522127	ENSG00000307747	42851
chr3	163907833	163920148	ENSG00000307748	12315
chr6	17580672	17582687	ENSG00000307749	2015
chr16	71911226	71912311	ENSG00000307750	1085
chr6	90708189	90711217	ENSG00000307751	3028
chr19	11088877	11089297	ENSG00000307752	420
chr19	7546268	7551147	ENSG00000307753	4879
chr14	91952832	91965106	ENSG00000307754	12274
chr4	103210268	103224061	ENSG00000307755	13793
chr8	114572590	114591788	ENSG00000307756	19198
chr2	224265016	224276740	ENSG00000307757	11724
chr2	109667096	109678039	ENSG00000307758	10943
chr8	31902979	31910416	ENSG00000307759	7437
chr21	15508837	15566124	ENSG00000307760	57287
chr22	49036843	49045976	ENSG00000307761	9133
chr8	28980713	29002323	ENSG00000307762	21610
chr11	42253800	42261947	ENSG00000307763	8147
chr13	114142094	114142678	ENSG00000307764	584
chr17	66468477	66474663	ENSG00000307765	6186
chr14	92785312	92785736	ENSG00000307766	424
chr9	20289568	20290543	ENSG00000307767	975
chr4	24436748	24469470	ENSG00000307768	32722
chr14	38997336	39017676	ENSG00000307769	20340
chr16	75941216	75943231	ENSG00000307770	2015
chr9	128287853	128299877	ENSG00000307771	12024
chr2	177944777	177947819	ENSG00000307773	3042
chr20	23106714	23107302	ENSG00000307774	588
chr17	11090603	11091180	ENSG00000307775	577
chr2	109676930	109677455	ENSG00000307776	525
chr1	119829309	119846903	ENSG00000307777	17594
chr2	83444269	83518212	ENSG00000307778	73943
chr3	53350480	53371332	ENSG00000307779	20852
chr5	178365838	178369497	ENSG00000307780	3659
chr21	15433313	15446882	ENSG00000307781	13569
chr20	44211053	44226015	ENSG00000307782	14962
chr10	130809730	130810867	ENSG00000307783	1137
chr17	66300553	66303458	ENSG00000307784	2905
chr5	5554319	5560645	ENSG00000307785	6326
chr14	98544437	98550456	ENSG00000307786	6019
chr2	143913704	143922648	ENSG00000307787	8944
chr4	24471662	24478339	ENSG00000307788	6677
chr6	90845053	91145185	ENSG00000307789	300132
chr8	134059004	134087065	ENSG00000307790	28061
chr9	128260115	128260848	ENSG00000307791	733
chr4	88243585	88245293	ENSG00000307792	1708
chr19	2599184	2600989	ENSG00000307793	1805
chr2	83464657	83506986	ENSG00000307794	42329
chr1	119844268	119844754	ENSG00000307795	486
chr7	152838241	152840334	ENSG00000307796	2093
chr17	16891529	16893376	ENSG00000307797	1847
chr22	42857027	42872515	ENSG00000307798	15488
chr8	121158771	121162188	ENSG00000307799	3417
chr6	9335916	9337244	ENSG00000307800	1328
chr6	145656214	145726061	ENSG00000307801	69847
chr11	117137119	117144733	ENSG00000307802	7614
chr1	157090357	157091443	ENSG00000307803	1086
chr18	54514317	54535442	ENSG00000307805	21125
chr12	119939409	119975202	ENSG00000307806	35793
chr5	192716	194509	ENSG00000307807	1793
chr6	90872393	90886269	ENSG00000307808	13876
chr19	2603110	2603820	ENSG00000307809	710
chr8	98394276	98400485	ENSG00000307810	6209
chr3	23662812	23664000	ENSG00000307811	1188
chr8	22603128	22604556	ENSG00000307812	1428
chr20	40909231	40909901	ENSG00000307813	670
chr1	47432585	47434714	ENSG00000307814	2129
chr4	87745100	87973802	ENSG00000307815	228702
chr6	28737962	28825112	ENSG00000307816	87150
chr13	87186485	87191791	ENSG00000307817	5306
chr19	35740851	35741681	ENSG00000307818	830
chr22	42785230	42795688	ENSG00000307819	10458
chr19	23543318	23563503	ENSG00000307820	20185
chr21	41928004	41932239	ENSG00000307821	4235
chr3	129017441	129018462	ENSG00000307822	1021
chr6	43168952	43171316	ENSG00000307823	2364
chr11	117137428	117144193	ENSG00000307825	6765
chr20	11035590	11060755	ENSG00000307826	25165
chr1	71260774	71298835	ENSG00000307827	38061
chr6	166008189	166008822	ENSG00000307828	633
chr12	67719645	67759502	ENSG00000307829	39857
chr19	2543694	2544066	ENSG00000307830	372
chr17	16378107	16380674	ENSG00000307831	2567
chr10	23557549	23569867	ENSG00000307832	12318
chr8	98397791	98401396	ENSG00000307833	3605
chr15	99733670	99734236	ENSG00000307834	566
chr13	59216062	59300518	ENSG00000307835	84456
chr7	38211831	38218718	ENSG00000307836	6887
chr6	28775058	28776353	ENSG00000307837	1295
chr18	57161363	57173619	ENSG00000307838	12256
chr17	43368796	43373810	ENSG00000307839	5014
chr17	1905027	1916436	ENSG00000307840	11409
chr6	85126606	85134447	ENSG00000307841	7841
chr19	23549648	23558495	ENSG00000307842	8847
chr21	45033333	45044380	ENSG00000307843	11047
chr2	127218167	127228132	ENSG00000307844	9965
chr3	108222509	108223789	ENSG00000307845	1280
chr22	42787588	42791148	ENSG00000307847	3560
chr2	25355119	25356311	ENSG00000307848	1192
chr6	35775972	35777274	ENSG00000307849	1302
chr20	11055656	11060632	ENSG00000307850	4976
chr4	174379448	174389973	ENSG00000307851	10525
chr18	57760516	57764098	ENSG00000307852	3582
chr13	59280505	59290839	ENSG00000307853	10334
chr8	140464540	140466400	ENSG00000307854	1860
chr19	58514171	58514650	ENSG00000307855	479
chr10	111500895	111635174	ENSG00000307856	134279
chr4	75177593	75249263	ENSG00000307857	71670
chr6	28788697	28789580	ENSG00000307858	883
chr6	10267131	10316521	ENSG00000307859	49390
chr1	166297316	166299404	ENSG00000307860	2088
chr19	39412099	39413407	ENSG00000307861	1308
chr22	45639639	45656759	ENSG00000307862	17120
chr19	23565780	23569344	ENSG00000307863	3564
chr4	4560518	4582954	ENSG00000307864	22436
chr3	63718543	63741820	ENSG00000307865	23277
chr4	188904839	188912330	ENSG00000307868	7491
chr4	87922001	87941610	ENSG00000307869	19609
chr12	67749507	67759037	ENSG00000307870	9530
chr12	45035006	45045704	ENSG00000307871	10698
chr18	74425213	74426452	ENSG00000307872	1239
chr8	140463696	140465179	ENSG00000307873	1483
chr9	117996892	118024497	ENSG00000307874	27605
chr4	6759346	6762105	ENSG00000307875	2759
chr10	111479942	111556010	ENSG00000307876	76068
chr6	10268290	10297287	ENSG00000307877	28997
chr20	40277929	40283026	ENSG00000307878	5097
chr3	171954101	171956439	ENSG00000307879	2338
chr19	23686430	23687595	ENSG00000307881	1165
chr19	35708793	35717697	ENSG00000307882	8904
chr8	61828088	61831511	ENSG00000307883	3423
chr17	43361107	43361810	ENSG00000307884	703
chr4	87546993	87553392	ENSG00000307886	6399
chr4	4761805	4763928	ENSG00000307887	2123
chr9	110337991	110338642	ENSG00000307888	651
chr7	36739362	36780947	ENSG00000307889	41585
chr18	61011113	61017958	ENSG00000307890	6845
chr12	45726025	45727569	ENSG00000307892	1544
chr4	173696692	173699014	ENSG00000307894	2322
chr17	41290253	41334570	ENSG00000307895	44317
chr6	137315281	137319316	ENSG00000307896	4035
chr11	85843725	85854944	ENSG00000307897	11219
chr8	60903386	60910860	ENSG00000307898	7474
chr18	47668129	47694984	ENSG00000307900	26855
chr2	186580762	186590145	ENSG00000307901	9383
chr4	177605647	177606513	ENSG00000307902	866
chr4	78074820	78080232	ENSG00000307903	5412
chr3	25873728	25978851	ENSG00000307904	105123
chr14	90364358	90369015	ENSG00000307905	4657
chr5	108480793	108541080	ENSG00000307906	60287
chr6	32604738	32605072	ENSG00000307907	334
chr15	81982165	82007876	ENSG00000307908	25711
chr4	87520673	87525631	ENSG00000307909	4958
chr4	4694219	4694786	ENSG00000307910	567
chr10	43684718	43708349	ENSG00000307911	23631
chr8	22050122	22055467	ENSG00000307912	5345
chr6	110496396	110497450	ENSG00000307913	1054
chr12	108252511	108253727	ENSG00000307915	1216
chr17	41333422	41336108	ENSG00000307916	2686
chr5	134119455	134120815	ENSG00000307917	1360
chr4	177496422	177496960	ENSG00000307918	538
chr6	37534091	37540596	ENSG00000307919	6505
chr5	108481618	108528574	ENSG00000307920	46956
chr4	78055956	78057502	ENSG00000307921	1546
chr4	87559389	87562003	ENSG00000307922	2614
chr6	32473775	32501543	ENSG00000307923	27768
chr1	228163315	228165173	ENSG00000307924	1858
chr5	128395453	128397041	ENSG00000307925	1588
chr16	88381792	88388498	ENSG00000307926	6706
chr14	55042400	55103366	ENSG00000307927	60966
chr22	49668698	49669409	ENSG00000307928	711
chr2	43073528	43080510	ENSG00000307929	6982
chr7	44172375	44184153	ENSG00000307930	11778
chr10	31551506	31604072	ENSG00000307931	52566
chr2	1842965	1851783	ENSG00000307932	8818
chr10	85119186	85170169	ENSG00000307933	50983
chr5	134226268	134226645	ENSG00000307934	377
chr8	60872729	60875801	ENSG00000307935	3072
chr2	5708060	5719748	ENSG00000307936	11688
chr16	56931214	56933296	ENSG00000307937	2082
chr4	163253852	163290988	ENSG00000307938	37136
chr4	141147226	141159935	ENSG00000307939	12709
chr4	87677974	87678589	ENSG00000307940	615
chr12	70719752	70773795	ENSG00000307941	54043
chr10	6920174	6978528	ENSG00000307943	58354
chr14	93772428	93776333	ENSG00000307944	3905
chr15	81404042	81410172	ENSG00000307945	6130
chr13	31373662	31374841	ENSG00000307946	1179
chr2	84128078	84128638	ENSG00000307947	560
chr16	2531894	2532580	ENSG00000307949	686
chr2	43169063	43171831	ENSG00000307950	2768
chr5	173669419	173686583	ENSG00000307951	17164
chr12	96425509	96427486	ENSG00000307952	1977
chr19	47013339	47021491	ENSG00000307953	8152
chr4	140240242	140253428	ENSG00000307954	13186
chr9	132125713	132126793	ENSG00000307955	1080
chr3	10308927	10311162	ENSG00000307956	2235
chr8	60921180	60922664	ENSG00000307957	1484
chr1	2576210	2580567	ENSG00000307958	4357
chr3	66177878	66195560	ENSG00000307959	17682
chr17	27600500	27601546	ENSG00000307960	1046
chr10	123953293	123996257	ENSG00000307961	42964
chr12	70920320	70935222	ENSG00000307962	14902
chr17	16352857	16355330	ENSG00000307963	2473
chr10	6791301	6802608	ENSG00000307964	11307
chr20	30293152	30297877	ENSG00000307965	4725
chr3	134092379	134131160	ENSG00000307966	38781
